,,A,Created,Company Name,Reason
5732,5731,,27/03/2024 21:28:30,unimed - passos/mg,Péssima equipe de vendas de planos. O funcionário Cláudio parece um robô respondendo no WhatsApp.
5733,5732,,27/03/2024 20:44:45,unimed (ti),Gestores tóxicos e ausência de passagem de conhecimento e posterior cobrança excessiva de resultados
5734,5733,,27/03/2024 22:35:30,unimed curitiba,"Pessoal do atendimento está sobrecarregado e ninguém faz nada para ajudar, principalmente na saúde mental dos colaboradores."
5735,5734,,25/03/2024 18:45:29,unimed fortaleza,"Briga de egos, burnout nos trabalhadores e estagiários."
5736,5735,,27/03/2024 20:48:30,unimed oeste do pará,"Salario ruim, sem beneficios nenhum, sem VR, sem VT, sem plano de carreira,  você faz a mesma função que outro colega e ganha menos. Ou faz muito mais que ele e nao recebe reconhecimento nenhum... o TI nao te ajuda, a gestão maior parece que numca fez um ensino superio em Administração. Nenhuma assistencia psicologica. Os beneficiarios faltam te agredir (quase aconteceu comigo imclusive) a empresa dificulta seu trabalho em tudo. Quem gosta de direcionamento e busca crescimento profissional, nesta empresa não é o melhor local."
5737,5736,,27/03/2024 09:08:35,unimed tubarao,"Profissionais de TI despreparados, Gestor técnico e sem liderança ativa. Cordenação despreparada. Todos sabem e ninguém faz nada."
5738,5737,,27/03/2024 19:25:37,unimed tubarao,TI com pior coordenador que já tive. Demitem todos que sobressaem no setor por insegurança
5739,5738,,25/03/2024 18:52:39,uninove,"A Uninove é 10 em assédio moral. Investem maciçamente em infraestrutura, mas o capital humano é o mesmo que nada. Demitiram professores por SMS na pandemia e queriam todos os colaboradores 100% presencial. Não se pode questionar nada mais sério ou a demissão é imediata. Constroem mais andares no prédio com funcionários trabalhando simultaneamente nos andares de baixo. Já trabalhamos durante reforma e colagem de carpete (imagina o cheiro de cola de sapateiro kkk). Gestão não fez nada."
5740,5739,,27/03/2024 22:12:32,uninove,"uninove só contrata estagiário pra poder pagar mal e assediar moralmente pra fazer o trabalho de um técnico de laboratório profissional, do cara da infraestrutura e burro de carga. Não se pode ficar doente pq não aceitam atestado, então se estiver morrendo e for pro hospital depois ou paga as horas ou seja demitido e substituído por outro estagiário desavisado. Os CLTs responsáveis são de 1 pra cada 4/5 estagiários, são forçados a 10 horas de trabalho diários pra não precisar trabalhar de sábado (mesmo a faculdade não abrindo de final de semana), todos tem 15 minutos de almoço e SE CONSEGUIR pq é o dia inteiro fazendo o trabalho de uma equipe inteira. Fora que eles tentam ao máximo desencaixar sua grade de trabalho com o seu curso pra te forçar a escolher um dos dois ou ter que resolver por dentro TODO SANTO SEMESTRE. Funcionários tem seu cérebro lavado com a equipe de ""treinamento"" o tempo todo reforçando que é um ótimo lugar pra trabalhar e que todos são amigos e família, até dão um paneto de 90g pra cada um no Natal, mas ai de você de se atrasar 5 minutos pro trabalho pq eles olham o ponto da catraca e descontam sem aviso nenhum, até pq eles deixam bem claro que estagiário não tem qualquer vínculo empregatício com eles mesmo eles fazendo NF de serviço. Só não tem mais gente falando aqui pq tem medo. Fora que eles nos obrigam a mentir pro MEC."
5741,5740,,27/03/2024 17:45:44,unirede,"Pessima gestão e pessoal cuidado com o funcionário, pagam mal e querem milagre, SRE infernal"
5742,5741,,25/03/2024 17:48:06,unisa,"Panelinha, pessoas egoistas, grossas e querem que vc trabalhe o tempo que for necessário acima do seu horário e não pagam nao"
5743,5742,,27/03/2024 12:19:31,unitapajos,Pregam segurança no trabalho e fazem o oposto com seus colaboradores.
5744,5743,,27/03/2024 08:03:45,unitono,"Não admite faltas nos 3 primeiros meses, mesmo em caso de falecimento da Mãe por Covid"
5745,5744,,27/03/2024 21:19:52,universidade anhanguera,Gestor despreparado que da em cima das funcionárias e quando não correspondido faz perseguição. Setor do RH constantemente ameaça e grita com os funcionários. Donos da franquia com cobranças excessivas. Ambiente tóxico em que os funcionários ficam de fofoquinha o tempo inteiro. Sem benefícios e metas absurdas para que os vendedores não alcancem e a empresa não precise pagar. Alta rotatividade de funcionários
5746,5745,,27/03/2024 21:42:06,universidade de taubaté,Sucateada e obriga o funcionário a fazer TUDO EM NOME DA EMPRESA
5747,5746,,18/03/2024 10:44:12,uol,Precisa fazer parte da turma WOKE para ser promovido.
5748,5747,,18/03/2024 12:07:25,uol,"Gestão sem feedback, panelinhas, presencial forçado o de o trabalho nao rende. Quando faz home nao contam as horas extras, e como o trabalho em dia de presencial acumula, trabalham de graça todo dia do home office. Se você ficar doente e precisar de afastamento medico, vao te olhar feio por acharem que é sua culpa a falta de atingimento de metas"
5749,5748,,25/03/2024 19:43:05,uol,"machismo louco, ambiente absolutamente TERRÍVEL. todo mundo sai de lá com burnout"
5750,5749,,27/03/2024 16:46:34,uol,"Ambiente sujo, com panelinhas formadas prontas pra te ferrar, não ouse contrariar eles, ou será carta marcada pra se ferrar, mais se fazer parte dos grupinhos de assedio e deixar ser assediada, você será promovida, não será ameaçada de demissão, ou seja seja uma P*ta submissa."
5751,5750,,27/03/2024 20:35:55,uol,"Uma recrutadora aí me entrevistou de qualquer jeito, mal prestava atenção no que eu falava, foi um experiência péssima. A UOL abre e reabre a mesma vaga no Linkedin e não dá em nada, não chamam ninguém, parece até pesquisa de mercado."
5752,5751,,27/03/2024 21:13:15,uol,Divulgam vagas fakes no linkedin
5753,5752,,27/03/2024 11:42:36,uol cs,"Se você quer crescer na carreira e ter promoções, passe longe."
5754,5753,,27/03/2024 22:14:04,uol edtech,"A gente sabe que nossos cursos são horríveis, mas o comercial consegue vender mesmo assim, então, bola pra frente"
5755,5754,,27/03/2024 12:04:14,up brasil,"Para ser reconhecido, precisei mudar de empresa, pois lá só são valorizados aqueles que são próximos da diretoria ou pertencem à 'patotinha de Uberlândia'."
5756,5755,,27/03/2024 12:07:16,up brasil,"A área de TI na empresa é bastante exigente, onde todos precisam ter amplo conhecimento em diversas áreas, mas infelizmente não oferecem cursos para ajudar no desenvolvimento e evolução dos funcionários. Quando há cursos, eles são focados apenas no aspecto operacional, sem considerar a área de TI. Além disso, a equipe de TI nunca participa de eventos externos da empresa. Adicionalmente, não há possibilidade de mudar de área, por exemplo, se alguém quiser migrar para a área de segurança, não é permitido, sendo preferível deixar a empresa."
5757,5756,,27/03/2024 12:18:54,up brasil,"A empresa apresenta um ambiente desafiador para os funcionários de TI, com uma estrutura em que uma única pessoa é responsável por gerenciar todas as operações em andamento na organização. Além disso, é importante destacar que a empresa não possui uma equipe de suporte técnico dedicada (teclead) e os analistas de negócios não possuem conhecimento técnico adequado para lidar com questões relacionadas à tecnologia. Esses fatores adicionais contribuem para a carga de trabalho excessiva e a pressão sobre os funcionários de TI."
5758,5757,,27/03/2024 12:37:11,up brasil,"Após anos  a empresa implementou uma ferramenta chamada ""Ninebox"", que compara o desempenho dos colaboradores e avalia se estão prontos para promoções. No entanto, houve muitos casos de promoções injustas, onde indivíduos foram promovidos apenas por terem permanecido na empresa por longos períodos sem alterações salariais, enquanto outros que contribuíram significativamente foram classificados em categorias inferiores na avaliação padrão."
5759,5758,,27/03/2024 16:02:39,up brasil,"Uma carga horária excessiva, com 48 minutos a mais diariamente, totalizando 8 horas e 48 minutos, pode comprometer o bem-estar ao reduzir o tempo de lazer e aumentar o estresse, especialmente devido ao impacto no trânsito ao sair do trabalho."
5760,5759,,27/03/2024 12:00:36,upbrasil,"O salário é baixo, abaixo dos padrões do mercado, o que contribuiu para a minha saída da empresa devido à gestão, que frequentemente atribui a culpa das situações aos funcionários."
5761,5760,,27/03/2024 12:02:18,upbrasil,"A empresa não oferece oportunidades internas significativas; dependendo do seu cargo, pode ser impossível mudar de área."
5762,5761,,18/03/2024 11:18:49,uplexis,"Sobrecarga de funções, cobrança em horários em funcionários pj, política do medo, pessoas trabalhavam faziam de tudo e eram cortadas do nada, espionar o trabalho, novamente estamos falando de pessoas jurídicas."
5763,5762,,22/03/2024 19:30:15,ups logística brasil,Pessoas tratadas como se estivesse em colônia
5764,5763,,27/03/2024 13:24:07,upsoftware,"A empresa é pequena e conta com um time incrível, tirando o CEO, Juliano, que é uma exceção negativa. Ele tem o hábito de convocar reuniões com todos para expor e humilhar um funcionário por erros, usando isso como um tipo de ""alerta"". Juliano é conhecido por sua arrogância e falta de tato. Durante meu tempo na empresa, era comum ouvir reclamações sobre ele em diversos aspectos."
5765,5764,,27/03/2024 10:30:28,uptime,"Não pagam FGTS, atrasam o salário e o pagamento do VT, não emitem contracheque e não tem sala dos professores. Se você reclama, te demitem, te obrigam a cumprir aviso prévio e atrasam o acerto."
5766,5765,,26/03/2024 23:11:24,uranet,Call center
5767,5766,,25/03/2024 14:56:57,usabit,"Gestão fraca, sem modelo de negócios definido, muita pressão psicológica, muitas demissões de recortes de diversidade, PJ e gastam o caixa com produtos que não tiveram nem análise de mercado."
5768,5767,,27/03/2024 11:12:08,uscs,"Chefia corrupta. Reitor está desviando dinheiro da universidade para viabilizar candidatura política. Falta insumos básicos porque não fazem compras. Horas extras não são pagas para os professores e funcionários. Modelo aqui é ""manda quem pode, obedece quem tem juízo""."
5769,5768,,25/03/2024 17:17:09,use uniforme sp,"Empresa tem como gestor o filho do dono, que possui 23 anos e nunca trabalhou na vida, além de ter apenas uma faculdade. A empresa conta com uma má gestão, um péssimo RH que não sabe lídar com os funcionários muito menos ouvir eles. O gestor, além de não ter conhecimento em trabalho, ainda faz ameaças aos funcionários e coloca prazos impossiveis para tarefas."
5770,5769,,26/03/2024 22:58:50,usebens,"Trabalhei na divisão de seguros da empresa Usebens, onde infelizmente experimentei um ambiente tóxico. O CEO constantemente proferia ameaças, enquanto os gestores de outras áreas praticavam assédio moral de forma recorrente, chegando inclusive a fazer ameaças."
5771,5770,,27/03/2024 20:50:33,usebens,Trabalhei na empresa na área de seguros onde dois gestores fazem a ameças e prática assédio moral com seus funcionários
5772,5771,,27/03/2024 20:52:10,usebens,Trabalhei nessa empresa onde fala e família e tóxica não recomendo nem seguro dessa companhia !
5773,5772,,27/03/2024 22:51:31,useflow,"CEO escroto, assedia sua equipe, seus funcionários sofrem de problemas de saúde mental. Explora a mão de obra através do trabalho PJ, chegando a pagar menos de 1000 reais para alguns das equipes. Atrasa salário e ainda ficam falando mal das pessoas que trabalham lá, presenciei muitas vezes alguns colaboradores sendo humilhados e escrachados na frente de todos os outros colaboradores."
5774,5773,,20/03/2024 13:20:16,usemobile,Cobra muito de devs juniors
5775,5774,,18/03/2024 11:07:58,usipar / cosipar,"Presidente agredia os gerentes e coordenadores com palavras de baixo calão durante as reuniões quinzenais para apresentação de resultados, brigas nos corredores da empresa, ofensas entre os staffs, etc. Empresa faliu!"
5776,5775,,27/03/2024 11:04:54,usp,"Se te ""contratarem"", não ouse começar a trabalhar sem assinar absolutamente qualquer tipo de papel. A quantidade de gente que faz isso e trabalha de graça por meses com chefe dizendo que o problema é a burocracia da USP é absurda. Isso vale para várias faculdades dentro dela, não só uma. Não seja idiota como eu nem como tantas outras pessoas. Não ouse fazer isso nem para gente que você conhece. Pior, não tem nem como processar pois você corre o risco de perder sua carreira pra sempre. Esse tipo de chefe, ainda por cima, tende a fazer espuma e se achar o máximo quando todo mundo sabe que é um belo de um incompetente que come mortadela, produz quase nada, aproveita trabalho alheio sem citar fonte, e tem a cara de pau de arrotar caviar (e MUITA gente acha a pessoa o máximo, sem nem conhecer direito)."
